"dailyTxns","dailyVolumeToken0","dailyVolumeToken1","dailyVolumeUSD","date","pairAddress","reserve0","reserve1","reserveUSD","token0.decimals","token0.id","token0.name","token0.symbol","token1.decimals","token1.id","token1.name","token1.symbol","totalSupply"
"1","13","346.498384814873039762","349.6245376738721293832148306744406",1630108800,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","866.514755828909107975","23373.054186586579668843","46886.1492778852339068894902778355",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4044.269568626219934863"
"3","11.156889469473677059","289.297431511241070202","296.0397205318289246713853217172529",1630022400,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","879.514755828909107975","23026.555801771706629081","47016.91769606052282259944176176647",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4044.269568626219934863"
"4","31.081312063587959744","818.928326400989802788","815.0131176429617503641410576354067",1629936000,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","890.671645298382785034","22737.258370260465558879","45735.3216086679714980263602721362",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4044.269568626219934863"
"6","44.042843897802822143","1181.156250436534790735","1178.925858750356191567621136036976",1629849600,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","881.699991589698386053","24120.606836392317646859","47967.28564978731905396018404693507",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4144.662815598288195304"
"6","22.774713270068341189","644.000481300959713431","636.6032412125376729827213642023843",1629763200,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","877.320797009950441456","24237.4299902684705177","47944.98007819525436844684037543873",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4144.662815598288195304"
"8","43.803979237302285914","1268.971842481658367871","1269.032679112865156530664792983002",1629676800,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","854.546083739882100267","24881.430471569430231131","49437.50801240824799068032734595572",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4144.662815598288195304"
"5","15.803635854123714563","443.631628328991851394","442.7558491460512993833123099335456",1629590400,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","876.710062977184386181","24248.698669619533293116","48484.9408617302640392083619720573",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4144.662815598288195304"
"6","31.857857944589716222","917.166466490345535866","917.3882809124848944778487519474012",1629504000,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","865.276016244004300602","24702.752020462315245936","49396.91220412746399715400265461186",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4156.031061255373222114"
"5","12.596421470773846313","351.863409080116308206","355.593479932424339935505952795634",1629417600,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","869.733874188594016824","24573.420933481236284908","49603.4030967125472633487555184239",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4156.031061255373222114"
"10","57.149218174953140539","1504.970316489411081111","1513.511370511513571069029448915484",1629331200,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","882.330295659367863137","24221.557524401119976702","48587.29374088687042759958004347233",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4156.031061255373222114"
"3","5.797702326808219022","153.598908843313702656","153.6910415295142158236046379881343",1629244800,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","896.475049971167246658","23834.874859040539603715","47855.88476914627347814825082187967",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4156.031061255373222114"
"5","66.350304634375928814","1882.382055543004554298","1856.693028668756799011298025133138",1629158400,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","918.872708853236692726","24387.508432232932047563","48639.40268705142683185803107702019",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4256.167802783561308406"
"8","79.770552136163426443","2368.933442189781219966","2389.290688137581018300798154144558",1629072000,"0xf00e80f0de9aea0b33aa229a4014572777e422ee","869.990357274397701506","25752.058774813270697937","51460.4500293943237274317195164291",18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"4256.167802783561308406"
