"id","pairCount","totalLiquidityETH","totalLiquidityUSD","totalVolumeETH","totalVolumeUSD","txCount"
"0x5C69bEe701ef814a2B6a3EDD4B1652CB9cc5aA6f",51732,"1374421.041026535061785950144576092","4774838907.537813051143667680284137","278270216.0612272564057800614462227","342396413717.4995295256728195483219","60758758"
