"hourStartUnix","hourlyTxns","hourlyVolumeToken0","hourlyVolumeToken1","hourlyVolumeUSD","pair.id","pair.token0.decimals","pair.token0.id","pair.token0.name","pair.token0.symbol","pair.token1.decimals","pair.token1.id","pair.token1.name","pair.token1.symbol","reserve0","reserve1","reserveUSD"
1630299600,"1","2.436308286603901723","64.235320821296796369","63.9347310409880130219931295187027",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"876.363588496773516845","23111.162605854140685006","46000.97268619093499655185922294479"
1630263600,"1","1.699999999999999887","45.034113054177110977","45.08038649278280662970331299872727",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"873.927280210169615122","23175.397926675437481375","46373.91784622977756304201121726778"
1630216800,"1","5.71252438126050726","152.622146856965076491","151.8061798927784489939988679268633",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"872.227280210169615235","23220.432039729614592352","46274.68539999623490401454683397806"
1630134000,"1","13","346.498384814873039762","349.6245376738721293832148306744406",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"866.514755828909107975","23373.054186586579668843","46886.1492778852339068894902778355"
1630083600,"1","9.905301082368219016","257.205371170294626966","263.6917543471136713894875634764415",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"879.514755828909107975","23026.555801771706629081","47016.91769606052282259944176176647"
1630051200,"2","1.251588387105458043","32.092060340946443236","32.34796618471525328189775824081138",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"889.420056911277326991","22769.350430601412002115","45937.79912328481156681207206542398"
1629982800,"1","0","0","0",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"890.671645298382785034","22737.258370260465558879","45735.3216086679714980263602721362"
1629961200,"1","9.17516","235.893967973868153698","236.9905982922847061346646932135817",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"912.781303653286345797","23301.678509991327844071","46987.27429945514031880152774170089"
1629957600,"1","11.906152063587959744","313.335420000258769247","312.0105478433651666747155512410914",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"903.606143653286345797","23537.572477965195997769","47116.60090423339482776147806128825"
1629954000,"1","10","269.698938426862879843","266.0119715073118775547608131807336",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"891.699991589698386053","23850.907897965454767016","47241.92965410929310446180812693056"
1629928800,"1","18.607796524951416726","500","501.631664630789873899403246880603",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"881.699991589698386053","24120.606836392317646859","47967.28564978731905396018404693507"
1629918000,"1","1.224028134076022047","32.166548280190959947","32.8091714953348899776702073371518",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"900.307788114649802779","23620.606836392317646859","48225.27654316985953769931478199649"
1629882000,"1","12","317.259140653450154097","314.9557170493706364961659816568327",0xf00e80f0de9aea0b33aa229a4014572777e422ee,18,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,18,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,DAI,"901.531816248725824826","23588.440288112126686912","47076.88358038131836206055974321663"
