"decimals","derivedETH","id","name","symbol","totalLiquidity","tradeVolume","tradeVolumeUSD","txCount","untrackedVolumeUSD"
"18","0.00666338188858437522911457198659981","0x1f9840a85d5af5bf1d1762f925bdaddc4201f984","Uniswap","UNI","2239371.098117788016330121","779216101.327732725209435624","7047764276.904522956968359503709995","769784","7053084597.18097975230575380163477"
